bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_k,macd_dea,macd_diff,macd_value,ppo,rsi,timestamp,type,volume,zs_cnt
3.6377760003837594,2.9474260505619525,270,False,False,,0.3218018920793463,0.28163911406885767,-0.08032555602097724,0.025431585089096823,65.18223536285365,2005/08/05,1,1179800.0,1
2.0672211912073735,0.33654614082541484,877,True,False,,-0.22296909676535953,-0.2942465101252054,-0.14255482671969177,-0.027601354697967314,30.101327107038856,2008/01/04,1,760400.0,2
2.9716270750912424,0.7993385878142198,1209,False,False,,0.30956806290946304,0.4869855900190103,0.35483505421909456,0.07966781288046555,77.50349164660558,2009/04/30,1,1874000.0,1
9.505398371408535,2.7953511979426553,1989,True,False,,-0.9641460077238004,-1.0781583456037893,-0.22802467575997776,-0.038896805438685934,30.177104894186428,2012/06/04,1,680900.0,1
12.986160914809545,1.5786086813657823,2437,False,False,,1.9456144505644555,1.9107799751493673,-0.06966895083017643,0.028105211865020793,71.34198852454898,2014/03/18,1,379600.0,2
4.3794296871189005,0.5412533275799906,2532,True,False,,0.20618065355469345,-0.13203002124070906,-0.676421349590805,-0.002024131123237963,32.55890427406153,2014/08/01,1,985100.0,1
89.32931334992347,1.1478083952795277,3512,False,False,,8.327219955549253,10.15961463814756,3.6647893651966115,0.04072724990355498,85.56294763201042,2018/06/22,1,519700.0,1
49.235645375570556,1.1137111742082704,3637,True,False,,-4.3001130833821275,-6.66437619110485,-4.728526215445445,-0.02790534603623296,29.713522043574997,2018/12/20,1,769100.0,1
58.673128623276654,4.439546815052191,3721,False,False,,2.165148087370046,5.101849552645604,5.873402930551115,0.02113189442180355,70.92037830668625,2019/04/24,1,3793200.0,1
57.07054197798078,1.0277882531413602,4087,False,False,,5.175803346983396,7.702106030739628,5.052605367512465,0.019796584671293617,62.920132706139604,2020/10/05,1,1024200.0,2
64.905067599284,1.1946440374121339,4191,True,False,,-7.950226327341265,-11.677487029292536,-7.454521403902541,-0.034149313544288726,23.044059422145224,2021/03/05,1,736000.0,1
57.583434307769835,0.47703701988497804,4400,False,False,,8.642881759347322,10.945429296148745,4.605095073602847,0.021299434880192408,68.90735447008456,2021/12/31,1,297400.0,1
48.72975582851893,0.5882692263101666,4754,True,False,,-4.59100309566153,-5.869203853595025,-2.5564015158669893,-0.019571319583508627,29.372920794249822,2023/05/31,1,1030800.0,2
